top,bot,topf,botf,height,n_chars,line_path,text
True,False,0.7637614678899083,0.0028669724770642203,93,33,diksita1895__02__r3l15.png,सत तहँ अति अनन्द दरशाय । औरहु इतर
True,False,0.7082794307891332,0.0,107,31,diksita1895__02__line_1518611226375_9.png,वर्ण राजत तहँ धनिक बनिक बरभाय ॥
True,False,0.35443037974683544,0.022151898734177215,56,6,diksita1895__02__r3l20.png,दोहा ॥
True,True,0.3008177570093458,0.04205607476635514,71,37,diksita1895__02__r3l21.png,श्री यमुना परसाद के पितृ पितामह आदि ।
True,True,0.06539966461710453,0.10452766908887647,86,41,diksita1895__02__line_1518611209604_7.png,बसेप्रथमत्यहि ग्राममहँ सुखसह रहित उपाधि ॥
True,True,0.826890756302521,0.33949579831932775,62,11,diksita1895__02__line_1518611217534_8.png,ककुभाछन्द ॥
True,True,0.43523002421307505,0.0599273607748184,64,38,diksita1895__02__r3l30.png,करी बहुत एकत्र रियासत महि ग्राम(...)दि
True,False,0.7304615384615385,0.012923076923076923,91,39,diksita1895__02__r3l31.png,इलाका । धाम ललाम रचे विरचे बाँ(...)ध्यो
True,False,0.05942995755003032,0.02304426925409339,100,33,diksita1895__02__r3l33.png,सुयश पताका ॥ करि बहुकाल विशाल भोग
True,False,0.03208232445520581,0.02784503631961259,100,44,diksita1895__02__r3l35.png,सुख अन्त गये सुर धामहिं । उज्ज्वल कीर(...)ति
True,False,0.7138221933809215,0.001946787800129786,91,38,diksita1895__02__r3l36.png,ते प्रगट्यो बहु जगत माहिं निज नामहिं ॥
True,True,0.7027027027027027,0.35,59,17,dudhadasa1900__01__line_1518443504242_245.png,रामाश्वमेध भाषा ॥
True,False,0.21666666666666667,0.0,60,3,dudhadasa1900__01__line_1518443500302_244.png,186
True,True,0.8351648351648352,0.04395604395604396,57,6,dudhadasa1900__01__line_1518443498082_243.png,जिसमें
True,True,0.7077798861480076,0.05502846299810247,48,41,dudhadasa1900__01__line_1518443484577_242.png,जीकी आज्ञानुसार बाल्मीक्याश्रम समीप जानकी
True,True,0.5054012345679012,0.10108024691358025,47,53,dudhadasa1900__01__line_1518443479612_241.png,का परित्याग व बाल्मीक्याश्रममें जानकी निवास व लवकुशो-
True,False,0.7661835748792271,0.021256038647342997,47,44,dudhadasa1900__01__line_1518443469633_240.png,मचन्द्रजी कृत अश्वमेध यज्ञार्थ वाजिपर्यटन और
True,True,0.5852036575228595,0.040731504571903575,49,48,dudhadasa1900__01__line_1518443465001_239.png,दिग्विजय व लव कुश कृत वाजिबन्धन पश्चात् शत्रुध्न
True,True,0.809040590405904,0.03413284132841329,45,46,dudhadasa1900__01__r7l39.png,भरत लक्ष्मणादि व लव कुशसे परस्पर युद्ध कथा अति
True,False,0.775,0.006521739130434782,46,40,dudhadasa1900__01__r7l41.png,विचित्र दोहा चौपाई आदि छंदोंमें वर्णितहै
True,True,0.10328638497652583,0.09859154929577464,60,5,dudhadasa1900__01__line_1518443451514_238.png,जिसको
True,True,0.49961089494163424,0.051361867704280154,48,54,dudhadasa1900__01__r7l43.png,श्रीपरमहंसाग्रगण्य श्रीबाबा दूधदासने रामरसरसिक पुरुषों
True,True,0.6767676767676768,0.03282828282828283,42,54,dudhadasa1900__01__r7l45.png,के अवलोकनार्थ भक्ति पूर्व्वक बड़े परिश्रमसे संस्कृत से
True,False,0.7177177177177178,0.012012012012012012,51,28,dudhadasa1900__01__r7l46.png,भाषा छंद बंधमें निर्मित किया
True,True,0.08256880733944955,0.05963302752293578,59,9,dudhadasa1900__01__line_1518443432065_237.png,दूसरी बार
True,False,0.20089285714285715,0.0,47,4,dudhadasa1900__01__r7l50.png,लखनऊ
True,False,0.14710743801652892,0.01818181818181818,53,44,dudhadasa1900__01__r7l51.png,"मुंशीनवलकिशोर (सी, आई, ई) के छापेखानेमें छपी"
True,True,0.030303030303030304,0.030303030303030304,53,11,dudhadasa1900__01__r7l52.png,सन् १९०० ई०
True,True,0.13333333333333333,0.15454545454545454,51,40,dudhadasa1900__01__r7l55.png,कापीराइट महफूज़ है बहक़ इस छापेखाने के ॥
True,True,0.5621399176954732,0.1794238683127572,65,31,dudhadasa1900__02__line_1518443564367_246.png,अश्वमेधयज्ञ श्रीरामचन्द्रजीकी ॥
False,True,0.026785714285714284,0.10714285714285714,60,7,dudhadasa1900__02__line_1518443567010_247.png,सोरठा ॥
True,True,0.05761641673243883,0.0978689818468824,68,38,dudhadasa1900__02__line_1518443573165_248.png,बन्दौं चरण पुनीत गुण प्रतिपालन गजवदन ।
True,True,0.10093896713615023,0.048513302034428794,74,36,dudhadasa1900__02__line_1518443581734_249.png,जे पूजत करि प्रीत होत परम कल्याणमय ॥
True,True,0.0875684128225176,0.10711493354182955,74,40,dudhadasa1900__02__line_1518443588669_250.png,बन्दौं गुरु पदरेनु मन रञ्जन अञ्जन दृगन ।
True,True,0.10401891252955082,0.1875492513790386,68,38,dudhadasa1900__02__line_1518443596014_251.png,मुद मंगल सुख देनु सूझिपरै रघुबर चरित ॥
True,True,0.1178318931657502,0.23644933228593873,65,38,dudhadasa1900__02__line_1518443603487_252.png,बन्दौं तनयसमीर ज्ञानखान रघुनाथ प्रिय ।
True,True,0.04094488188976378,0.09212598425196851,74,36,dudhadasa1900__02__line_1518443610532_253.png,जासु हृदय रघुबीर बसहिं सदा शरचापधर ॥
True,True,0.07187993680884676,0.04818325434439179,71,36,dudhadasa1900__02__line_1518443617602_254.png,बन्दौं अज सनकादि सनक सनातन जय विजय ।
True,True,0.07472178060413355,0.08187599364069953,74,37,dudhadasa1900__02__line_1518443625368_255.png,ऋषि परमारथवादि जे नित गावहिं राम यश ॥
True,True,0.09508716323296355,0.12123613312202852,65,39,dudhadasa1900__02__line_1518443632315_256.png,बन्दौं सिन्धुसुजान शैलसुता षटमुख सहित ।
True,True,0.09330143540669857,0.06220095693779904,77,34,dudhadasa1900__02__line_1518443642227_257.png,सकल सुमंगलखान नन्दीपति गिरिजारमण ॥
True,True,0.0705045278137128,0.09508408796895214,63,45,dudhadasa1900__02__line_1518443653535_258.png,बन्दौं रघुबर पद जलजाता । आरतिहरण परमसुखदाता ॥
True,True,0.05138086062941554,0.09698137443802184,65,51,dudhadasa1900__02__line_1518443663746_259.png,पुनि लक्ष्मण युगचरण नमामी । बीर धुरीण राम अनुगामी ॥
True,True,0.1055699481865285,0.06930051813471502,74,49,dudhadasa1900__02__line_1518443671365_260.png,बन्दौं चरण भरत द्वउ भाई । शील सनेह ज्ञान अधिकाई ॥
True,True,0.0952994204764971,0.07791371538956858,68,47,dudhadasa1900__02__line_1518443679868_261.png,बन्दौं तीरथराज प्रयागा । मज्जनते कोटिन अघभागा ॥
True,True,0.12580645161290321,0.03096774193548387,77,53,dudhadasa1900__02__line_1518443689348_262.png,बन्दौं साधु सन्त जग जेते । करौं प्रणाम नाय शिर तेते ॥
True,True,0.052869116698903935,0.07092198581560284,80,53,dudhadasa1900__02__line_1518443697579_263.png,गिरामूक शारद श्रुति शेशा । सुर मुनि नारद सप्त ऋषेशा ॥
True,True,0.3430232558139535,0.0355297157622739,71,47,dudhadasa1900__02__line_1518443706977_264.png,महि पाताल अकाश समेता । भूधर विटप पयोनिधि सेता ॥
True,False,0.4260355029585799,0.0,59,12,dudhadasa1900__03__r1l1.png,रामाश्वमेध ।
True,True,0.5862068965517241,0.20689655172413793,57,1,dudhadasa1900__03__line_1518446009048_265.png,३
True,True,0.04871794871794872,0.1032051282051282,84,48,dudhadasa1900__03__line_1518446019588_266.png,बन्दौं करजोरे सब काहू । दनुजमण्डली रवि शशिराहू ॥
True,True,0.07101355713363461,0.0987734021949645,93,50,dudhadasa1900__03__line_1518446027643_267.png,यह बर देउ धरौं पद माथा । बरणों यश निर्मल रघुनाथा ॥
True,True,0.07555898226676946,0.09560524286815729,75,45,dudhadasa1900__03__line_1518446035227_268.png,दो० श्रोता बक्ता युगों युग जे प्रवीण गुणखान ।
True,True,0.08848797250859107,0.16838487972508592,74,37,dudhadasa1900__03__line_1518446044784_269.png,कृपाकरहु सेवक समुझि तजि इरषा अभिमान ॥
True,True,0.06201550387596899,0.12338501291989665,83,46,dudhadasa1900__03__line_1518446052822_270.png,आगर जेते जीव जहाना । बरणों सबहिं जोरियुगपाना ॥
True,True,0.09302325581395349,0.11627906976744186,87,48,dudhadasa1900__03__line_1518446062256_271.png,रघुबर चरित चहूंदिशि पावन । सुखदभवनशुभमोरसुहावन ॥
True,True,0.08611825192802057,0.16838046272493573,73,49,dudhadasa1900__03__line_1518446075361_272.png,स्वइ रघुबीर अनूपम गाथा । कहिहौं गुरुपदरजधरिमाथा ॥
True,True,0.08,0.11483870967741935,80,45,dudhadasa1900__03__line_1518446086559_273.png,जोशिवमुदितउमासनभाषी । सुनतकथारुचिअतिअभिलाषी ॥
True,True,0.06274256144890039,0.14747736093143596,77,47,dudhadasa1900__03__line_1518446097907_274.png,बोलीं सरल सुधा सम बानी । पारबती गिरिराज भवानी ॥
True,True,0.05508749189889825,0.057679844458846406,83,51,dudhadasa1900__03__line_1518446111791_275.png,लव कुश जन्म यथा श्रुतिगाई । नाथ कृपाकरि कहौ बुझाई ॥
True,True,0.12210796915167095,0.06940874035989718,75,54,dudhadasa1900__03__line_1518446122953_276.png,सुनत बचन गिरिजा त्रिपुरारी । प्रभुपदप्रीतिजानिअधिकारी॥
True,True,0.03051948051948052,0.07727272727272727,83,51,dudhadasa1900__03__line_1518446134885_277.png,धन्य धन्य हिमवन्त कुमारी । तुससमनहिंक्वउजगहितकारी ॥
True,True,0.03495145631067961,0.11197411003236246,82,52,dudhadasa1900__03__line_1518446146200_278.png,जगहित प्रश्न तुम्हार भवानी । कहौंसुनहुनिश्चचयजियआनी॥
True,True,0.20077220077220076,0.12664092664092663,62,38,dudhadasa1900__03__line_1518446155124_279.png,दो० सुखसागर पावन परम रघुबर चरित अनूप ।
True,True,0.13584574934268187,0.04119193689745837,83,34,dudhadasa1900__03__line_1518446164360_280.png,चरण सरस्वति नायशिरबरणोंमतिअनुरूप ॥
True,True,0.1251604621309371,0.1116816431322208,75,50,dudhadasa1900__03__line_1518446179295_281.png,करौंललितशुभचरित अरम्भा । ज्यहिसुनिमिटैमोहमददम्भा ॥
True,True,0.0463618802318094,0.09207984546039923,91,45,dudhadasa1900__03__line_1518446187183_282.png,एक समय शंकर अविनाशी । सुखमासदन ज्ञानगुणराशी ॥
True,True,0.09511568123393316,0.11118251928020566,86,46,dudhadasa1900__03__line_1518446194422_283.png,योगासन रवि कामद सोहै । देखिस्वरूप चराचर मोहै ॥
True,True,0.10458360232408005,0.15171078114912848,80,45,dudhadasa1900__03__line_1518446201813_284.png,जगजननी तहँ शैलकुमारी । छिनछिनपतिआयसुअनुसारी ॥
True,True,0.0625,0.08311855670103092,76,46,dudhadasa1900__03__line_1518446209636_285.png,जो अनुशासन शंकर पावैं । करतसोकाजअबार न लावैं ॥
True,True,0.08198837959974177,0.11684958037443512,82,49,dudhadasa1900__03__line_1518446219742_286.png,नित नूतन हरिचरित अनूठे । प्रथमहिंशंभुबचनकह मीठे ॥
True,True,0.09185667752442997,0.15830618892508144,75,52,dudhadasa1900__03__line_1518446229878_287.png,गदगद कणठ होहिं बश प्रेमा । कृपानिधान शंभु दृढ़नेमा ॥
True,True,0.1394448030987734,0.0987734021949645,87,51,dudhadasa1900__03__line_1518446239665_288.png,दशाबिलोकि मुदित गिरिजाई । बाढ़ी प्रीति चरण रघुराई ॥
True,True,0.09902912621359224,0.11521035598705502,93,49,dudhadasa1900__03__line_1518446249531_289.png,प्रथमहिं ते सब चरितसुनावा । सियबनगमनसुनतदुखपावा ॥
True,True,0.13425925925925927,0.09259259259259259,84,39,dudhadasa1900__03__line_1518446258477_290.png,दो० नयन नीरभरबिकल तनु जक्त मात करजोरि ।
True,True,0.12937062937062938,0.131993006993007,76,38,dudhadasa1900__03__line_1518446267496_291.png,बोलीं सन्मुख प्राणपति बचन अमीरस बोरि ॥
True,True,0.10244845360824742,0.16494845360824742,84,55,dudhadasa1900__03__line_1518446278111_292.png,नाथ चरित प्रभु सिन्धु अपारा । को अस मूढ़ जु चाहै पारा ॥
True,True,0.42592592592592593,0.2222222222222222,56,1,dudhadasa1900__04__line_1518447017572_293.png,४
True,False,0.8005952380952381,0.01488095238095238,55,12,dudhadasa1900__04__r1l1.png,रामाश्वमेध ।
True,True,0.22857142857142856,0.14155844155844155,65,50,dudhadasa1900__04__line_1518447026867_294.png,प्रथमजोकहसियविपिननिकारी । सुनि संदेह भयो उर भारी ॥
True,True,0.033700583279325985,0.060272197018794556,83,55,dudhadasa1900__04__line_1518447036248_295.png,क्यहि कारण प्रभु दीनसनेही । दीन्ह्यो बास विपिन बैदेही ॥
True,True,0.1352405721716515,0.06176853055916775,72,49,dudhadasa1900__04__line_1518447048574_296.png,का अपराध जानकी कीन्हा । कृपासिंधुजेहिलगिबनदीन्हा॥
True,True,0.18803418803418803,0.04602235371466141,71,51,dudhadasa1900__04__line_1518447057199_297.png,भयो शोच प्रभुशोच निबेरी । कहो बुझाय जानिम्वहिंचेरी॥
True,True,0.12034009156311315,0.030739045127534337,67,49,dudhadasa1900__04__line_1518447065508_298.png,यावत नभ विधि विष्णुपुरारी । प्रथमलीकजगअवनिकुमारी॥
True,True,0.1964520367936925,0.09592641261498029,65,54,dudhadasa1900__04__line_1518447073182_299.png,जासु दृष्टि उपजैं गुण खानी । कोटिन रमा उमा ब्रह्मानी ॥
True,True,0.14145383104125736,0.07727570399476097,63,54,dudhadasa1900__04__line_1518447082085_300.png,इन्द्रबधू सुर मुनि ऋषिनारी । सदा जासु रुखरहैं निहारी ।
True,True,0.09084924292297564,0.031599736668861095,63,51,dudhadasa1900__04__line_1518447091737_301.png,त्यागन विपिन योगनहिं सीता । महादेवकह विधि विपरीता ॥
True,True,0.11191335740072202,0.03032490974729242,59,44,dudhadasa1900__04__line_1518447098181_302.png,दो० विपिन बास सुनि विकलभइँ गिरिनंदिनी खगेश ।
True,True,0.060926076360682375,0.07311129163281885,58,39,dudhadasa1900__04__line_1518447102213_303.png,प्रभु इतिहास अनूप तब कह्यो बुझाय महेश ॥
True,True,0.22083879423328964,0.05242463958060288,65,48,dudhadasa1900__04__line_1518447106251_304.png,असकछु दशाविलोकि भवानी । बोले हर प्रिय कोमलबानी ॥
True,True,0.18651832460732984,0.2630890052356021,62,46,dudhadasa1900__04__line_1518447110786_305.png,अतिअपारप्रियगतिजगदीशा । को जानै कह अस गौरीशा ॥
True,True,0.08088714938030006,0.037834311806914545,59,49,dudhadasa1900__04__line_1518447115928_306.png,धरि उरधीर भरम सब खोई । सुनहुकथा तुम पूँछ्यो जोई ॥
True,True,0.19504240052185257,0.06523157208088715,67,48,dudhadasa1900__04__line_1518447121659_307.png,पिता बचनसुनि रघुकुलकेतू । गवनेबन सिय अनुजसमेतू ॥
True,True,0.11676451402478799,0.05218525766470972,56,48,dudhadasa1900__04__line_1518447126727_308.png,मिलहिंबिपिनऋषिकुटीअनेका । सुन्दर बिमल एकते एका ॥
True,True,0.26583932070542127,0.17896799477465708,63,51,dudhadasa1900__04__line_1518447131564_309.png,करत मुनिन मग दंडप्रणामा । जाहिंचलेप्रभुछबिअभिरामा ॥
True,True,0.12726098191214472,0.05749354005167959,63,53,dudhadasa1900__04__line_1518447137191_310.png,देखिप्रीति ऋषि मुनिवर नारी । प्रेमबिबशभइँ जनककुमारी ॥
True,True,0.20234222511385816,0.04294079375406636,65,43,dudhadasa1900__04__line_1518447143601_311.png,असअभिलाष सियाउरआनी । ऋषिनबधूसन बोलीं बानी ॥
True,True,0.06523157208088715,0.05870841487279843,63,46,dudhadasa1900__04__line_1518447151327_312.png,करिपूरण पितु बचन प्रमाना । आवहिंकुशलअवधभगवान ॥
True,True,0.11172305271439811,0.03776553894571204,56,40,dudhadasa1900__04__line_1518447155321_313.png,दो० तब मैं आउब अवधसे पुजिहौं सबके पांय ।
True,True,0.09009009009009009,0.04594594594594595,61,34,dudhadasa1900__04__line_1518447160975_314.png,पहिरावों भूषण बसन भोजनविविध कराय ॥
True,True,0.09238776837996096,0.21340273259596618,56,48,dudhadasa1900__04__line_1518447166456_315.png,अस लालसा सिया मनमाहीं । प्रभुसनकहत मुनीशलजाहीं ॥
True,True,0.1262199089134678,0.1099544567338972,61,51,dudhadasa1900__04__line_1518447172127_316.png,प्रभु सिय हृदय मनोरथ जाना । बोलेबिहँसि राम भगवाना ।
True,True,0.14146658014276445,0.06554185593770279,62,55,dudhadasa1900__04__line_1518447178607_317.png,जो रुचिप्रिय तुम्हरे उर होई । मांगहु बेगि देउँ बर सोई ॥
True,True,0.08977719528178243,0.053735255570117955,63,49,dudhadasa1900__04__line_1518447185071_318.png,मो मनकी रुचिजानहु स्वामी । घटघटके तुम अन्तरयामी ॥
True,True,0.2943864229765013,0.03655352480417755,61,47,dudhadasa1900__04__line_1518447201572_319.png,तदपि नाथ ऐसो बर पावों । बहुरि नाथ यहिकाननआवों ॥
True,True,0.20881971465629054,0.11089494163424124,70,47,dudhadasa1900__04__line_1518447209202_320.png,एवमस्तु कह रघुकुलराया । दीन्ह सुभगबरसियमनभाया ॥
True,True,0.06521739130434782,0.5217391304347826,59,1,dudhadasa1900__05__line_1518447286640_322.png,५
True,False,0.08099688473520249,0.021806853582554516,59,12,dudhadasa1900__05__line_1518447283704_321.png,रामाश्वमेध ।
True,True,0.11555842479018721,0.18850871530019367,54,46,dudhadasa1900__05__line_1518447290225_323.png,अवधचलबजबअवधिसिराई । तुम्हैं विपिनसँग लषणपठाई ॥
True,True,0.6614583333333334,0.05078125,54,52,dudhadasa1900__05__line_1518447295113_324.png,विधिवत पूज्यो सुरमुनि पाऊ । रहै न फिर कछुमन पछिताऊ ॥
True,True,0.07617817947062622,0.09683666881859264,56,54,dudhadasa1900__05__line_1518447299428_325.png,जबलग साध कस्यो बनबासू । ह्वैहै सबविधि तुम्हैं सुपासू ॥
True,True,0.09772226304188097,0.0426157237325496,59,41,dudhadasa1900__05__line_1518447303850_326.png,दो० सुनिप्रभु वचन विनीतअति जनकसुताखगनाथ ।
True,True,0.05289256198347107,0.13140495867768595,56,37,dudhadasa1900__05__line_1518447307073_327.png,चरण सरोरुह नाथ निज मुदित नवायो माथ ।।
True,True,0.08197787898503578,0.044892648015614836,57,48,dudhadasa1900__05__line_1518447311282_328.png,असकहि विपिनचले रघुबीरा । सीता सहित अनुज रणधीरा ॥
True,False,0.1078114912846998,0.02065848934796643,59,50,dudhadasa1900__05__line_1518447315146_329.png,बनबसि चरित कीन्ह भगवाना । सो खगेश नहिं जायबखाना ।।
True,False,0.0914396887159533,0.026588845654993514,59,49,dudhadasa1900__05__line_1518447319101_330.png,सोकिसकैं अब कहि बागीशा । शारद कोटिन कोटि अहीशा ।।
True,True,0.12305699481865284,0.06476683937823834,62,56,dudhadasa1900__05__line_1518447323836_331.png,कौन लेख तहँ चेरे दासू । प्रभुपदप्रीति न दृढ़ बिश्वासू ।।
True,True,0.711413748378729,0.06614785992217899,61,52,dudhadasa1900__05__line_1518447327565_332.png,बीते अवधि अवध प्रभुआये । सुनहु उमा सो चरित सुहाये ।।
True,True,0.684346701164295,0.03686934023285899,57,49,dudhadasa1900__05__line_1518447333635_333.png,आयसु पाय केकयी माता । बैठे राज्य राम सुरत्राता ।।
True,True,0.06088082901554404,0.05829015544041451,59,49,dudhadasa1900__05__line_1518447340358_334.png,पुरजन आय भेंट धरि आगे । बोले वचन प्रेम रस पागे ।।
True,True,0.0774693350548741,0.17043253712072304,56,46,dudhadasa1900__05__line_1518447344215_335.png,नाथ आज बड़ि भाग्य हमारी । चरणकमलरजनयन निहारी ॥
True,True,0.4482535575679172,0.06015523932729625,56,51,dudhadasa1900__05__line_1518447348807_336.png,सुरनर असुर नाग मुनिदेवा । मिलिमिलिगयेन जान्योभेवा ॥
True,True,0.03205128205128205,0.23717948717948717,57,7,dudhadasa1900__05__line_1518447354060_337.png,छन्द ।।
True,True,0.7766348273328435,0.06245407788390889,61,47,dudhadasa1900__05__line_1518447359682_338.png,नहिं भेवकोऊ जान मिलि प्रभु देव मुनि हरषित चले ।
True,True,0.11609110947832477,0.055106539309331376,54,44,dudhadasa1900__05__line_1518447364226_339.png,तब आय ब्रह्मा कीन अस्तुति जोरि युगबानी भले ॥
True,False,0.13573000733675716,0.016140865737344093,64,42,dudhadasa1900__05__line_1518447369664_340.png,अब नाथ चलिये लोक निज बहुभांति नर लीलाकरी ।
True,True,0.25642909625275534,0.2490815576781778,61,42,dudhadasa1900__05__line_1518447374862_341.png,मुनि देवतनकी बन्दि छोरी भार सब बसुधा हरी ॥
True,True,0.12009063444108761,0.03700906344410876,57,40,dudhadasa1900__05__line_1518447380234_342.png,सो० सुनि चतुरानन बैन प्रेम लपेटे रसभरे ।
True,True,0.2025531914893617,0.04680851063829787,61,41,dudhadasa1900__05__line_1518447386449_343.png,विहँसे राजिवनैन उतर दीन्ह क्वउ जाननहिं ।।
True,True,0.18459191456903126,0.08695652173913043,57,38,dudhadasa1900__05__line_1518447391821_344.png,दो० रहे उमा हमहूं वहां देखा सकल समाज ।
True,True,0.565365025466893,0.04499151103565365,54,38,dudhadasa1900__05__line_1518447397775_345.png,प्रजासुखी अघलेश नहिं रामचन्द्रके राज ॥
True,True,0.6998063266623629,0.06778566817301485,57,48,dudhadasa1900__05__line_1518447401894_346.png,दूत चारि प्रभुलीन बुलाई । बोले वचन मधुर जलशाई ।।
True,True,0.26714100905562743,0.09184993531694696,64,49,dudhadasa1900__05__line_1518447407755_347.png,देशकोश पुर कुशल भुलाई । निशिदिनमोहिं सुनावहुआई ।।
True,True,0.5681084570690769,0.06649451258876694,59,46,dudhadasa1900__05__line_1518447412337_348.png,आयसु पाय दूत हरषाने । निज निज कारजगये सयाने ।।
True,False,0.5952533675432969,0.029506093649775498,59,51,dudhadasa1900__05__line_1518447418649_349.png,दिनप्रतिखबरि अवधपहुँचावैं । रामचरण पंकज शिरनावैं ।।
True,True,0.5714285714285714,0.16071428571428573,56,1,dudhadasa1900__06__line_1518447577538_350.png,६
True,True,0.32515337423312884,0.36809815950920244,54,12,dudhadasa1900__06__line_1518447580372_351.png,रामाश्वमेध ।
True,True,0.18466453674121405,0.08498402555910543,74,47,dudhadasa1900__06__line_1518447584689_352.png,बीते दिवस कछू यहि भांती । परमअनन्दअवध दिनराती ॥
False,True,0.005095541401273885,0.16687898089171974,72,45,dudhadasa1900__06__line_1518447588958_353.png,एक समय दशरथ कुलनायक । सुन्दरबदनश्यामसुखदायक ॥
True,True,0.06551059730250482,0.12138728323699421,79,45,dudhadasa1900__06__line_1518447592533_354.png,राज सभा शोभित रघुराजा । अनुजसहितपुरलोगसमाजा ॥
True,True,0.11246786632390746,0.18251928020565553,69,54,dudhadasa1900__06__line_1518447596772_355.png,राजनीति मुनिराज सुनावें । सुनिप्रभुअनुजसहितसुखपावें ।।
